Date,Right Ascension 
2055-Oct-02,23 38 23.57
2055-Oct-03,23 36 29.89
2055-Oct-04,23 34 37.36
2055-Oct-05,23 32 46.20
2055-Oct-06,23 30 56.59
2055-Oct-07,23 29 08.75
2055-Oct-08,23 27 22.85
2055-Oct-09,23 25 39.10
2055-Oct-10,23 23 57.65
2055-Oct-11,23 22 18.68
2055-Oct-12,23 20 42.36
2055-Oct-13,23 19 08.84
2055-Oct-14,23 17 38.25
2055-Oct-15,23 16 10.76
2055-Oct-16,23 14 46.47
2055-Oct-17,23 13 25.51
2055-Oct-18,23 12 08.00
2055-Oct-19,23 10 54.04
2055-Oct-20,23 09 43.73
2055-Oct-21,23 08 37.13
2055-Oct-22,23 07 34.34
2055-Oct-23,23 06 35.39
2055-Oct-24,23 05 40.33
2055-Oct-25,23 04 49.20
2055-Oct-26,23 04 02.01
2055-Oct-27,23 03 18.77
2055-Oct-28,23 02 39.49
2055-Oct-29,23 02 04.15
2055-Oct-30,23 01 32.74
2055-Oct-31,23 01 05.25
2055-Nov-01,23 00 41.64
2055-Nov-02,23 00 21.90
2055-Nov-03,23 00 05.97
2055-Nov-04,22 59 53.84
2055-Nov-05,22 59 45.45
2055-Nov-06,22 59 40.77
2055-Nov-07,22 59 39.76
2055-Nov-08,22 59 42.36
2055-Nov-09,22 59 48.54
2055-Nov-10,22 59 58.24
2055-Nov-11,23 00 11.42
2055-Nov-12,23 00 28.04
2055-Nov-13,23 00 48.05
2055-Nov-14,23 01 11.41
2055-Nov-15,23 01 38.06
2055-Nov-16,23 02 07.98
2055-Nov-17,23 02 41.10
2055-Nov-18,23 03 17.38
2055-Nov-19,23 03 56.77
2055-Nov-20,23 04 39.23
2055-Nov-21,23 05 24.69
2055-Nov-22,23 06 13.11
2055-Nov-23,23 07 04.42
2055-Nov-24,23 07 58.56
2055-Nov-25,23 08 55.47
2055-Nov-26,23 09 55.11
2055-Nov-27,23 10 57.41
2055-Nov-28,23 12 02.31
2055-Nov-29,23 13 09.76
2055-Nov-30,23 14 19.72
2055-Dec-01,23 15 32.12
2055-Dec-02,23 16 46.92
2055-Dec-03,23 18 04.08
2055-Dec-04,23 19 23.54
2055-Dec-05,23 20 45.27
2055-Dec-06,23 22 09.22
2055-Dec-07,23 23 35.35
2055-Dec-08,23 25 03.64
2055-Dec-09,23 26 34.04
2055-Dec-10,23 28 06.53
2055-Dec-11,23 29 41.08
2055-Dec-12,23 31 17.66
2055-Dec-13,23 32 56.24
2055-Dec-14,23 34 36.81
2055-Dec-15,23 36 19.34
2055-Dec-16,23 38 03.81
2055-Dec-17,23 39 50.20
2055-Dec-18,23 41 38.48
2055-Dec-19,23 43 28.62
2055-Dec-20,23 45 20.61
2055-Dec-21,23 47 14.41
2055-Dec-22,23 49 10.01
2055-Dec-23,23 51 07.36
2055-Dec-24,23 53 06.46
2055-Dec-25,23 55 07.28
2055-Dec-26,23 57 09.79
2055-Dec-27,23 59 13.97
2055-Dec-28,00 01 19.81
2055-Dec-29,00 03 27.28
2055-Dec-30,00 05 36.37
2055-Dec-31,00 07 47.06
2056-Jan-01,00 09 59.34
2056-Jan-02,00 12 13.19
2056-Jan-03,00 14 28.60
2056-Jan-04,00 16 45.57
2056-Jan-05,00 19 04.09
2056-Jan-06,00 21 24.15
2056-Jan-07,00 23 45.75
2056-Jan-08,00 26 08.90
2056-Jan-09,00 28 33.58
2056-Jan-10,00 30 59.82
2056-Jan-11,00 33 27.60
2056-Jan-12,00 35 56.94
2056-Jan-13,00 38 27.83
2056-Jan-14,00 41 00.29
2056-Jan-15,00 43 34.32
2056-Jan-16,00 46 09.91
2056-Jan-17,00 48 47.07
2056-Jan-18,00 51 25.80
2056-Jan-19,00 54 06.10
2056-Jan-20,00 56 47.97
2056-Jan-21,00 59 31.41
2056-Jan-22,01 02 16.42
2056-Jan-23,01 05 03.01
2056-Jan-24,01 07 51.17
2056-Jan-25,01 10 40.92
2056-Jan-26,01 13 32.24
2056-Jan-27,01 16 25.15
2056-Jan-28,01 19 19.65
2056-Jan-29,01 22 15.74
2056-Jan-30,01 25 13.44
2056-Jan-31,01 28 12.75
2056-Feb-01,01 31 13.67
2056-Feb-02,01 34 16.23
2056-Feb-03,01 37 20.44
2056-Feb-04,01 40 26.30
2056-Feb-05,01 43 33.84
2056-Feb-06,01 46 43.07
2056-Feb-07,01 49 54.02
2056-Feb-08,01 53 06.71
2056-Feb-09,01 56 21.15
2056-Feb-10,01 59 37.37
2056-Feb-11,02 02 55.39
2056-Feb-12,02 06 15.22
2056-Feb-13,02 09 36.89
2056-Feb-14,02 13 00.40
2056-Feb-15,02 16 25.78
2056-Feb-16,02 19 53.04
2056-Feb-17,02 23 22.19
2056-Feb-18,02 26 53.25
2056-Feb-19,02 30 26.23
2056-Feb-20,02 34 01.13
2056-Feb-21,02 37 37.98
2056-Feb-22,02 41 16.77
2056-Feb-23,02 44 57.53
2056-Feb-24,02 48 40.25
2056-Feb-25,02 52 24.96
2056-Feb-26,02 56 11.65
2056-Feb-27,03 00 00.34
2056-Feb-28,03 03 51.03
2056-Feb-29,03 07 43.73
2056-Mar-01,03 11 38.45
2056-Mar-02,03 15 35.20
2056-Mar-03,03 19 33.99
2056-Mar-04,03 23 34.82
2056-Mar-05,03 27 37.71
2056-Mar-06,03 31 42.68
2056-Mar-07,03 35 49.72
2056-Mar-08,03 39 58.86
2056-Mar-09,03 44 10.09
2056-Mar-10,03 48 23.44
2056-Mar-11,03 52 38.89
2056-Mar-12,03 56 56.45
2056-Mar-13,04 01 16.11
2056-Mar-14,04 05 37.87
2056-Mar-15,04 10 01.73
2056-Mar-16,04 14 27.65
2056-Mar-17,04 18 55.64
2056-Mar-18,04 23 25.67
2056-Mar-19,04 27 57.71
2056-Mar-20,04 32 31.73
2056-Mar-21,04 37 07.72
2056-Mar-22,04 41 45.63
2056-Mar-23,04 46 25.43
2056-Mar-24,04 51 07.08
2056-Mar-25,04 55 50.53
2056-Mar-26,05 00 35.74
2056-Mar-27,05 05 22.65
2056-Mar-28,05 10 11.21
2056-Mar-29,05 15 01.36
2056-Mar-30,05 19 53.05
2056-Mar-31,05 24 46.22
2056-Apr-01,05 29 40.80
2056-Apr-02,05 34 36.73
2056-Apr-03,05 39 33.95
2056-Apr-04,05 44 32.40
2056-Apr-05,05 49 32.01
2056-Apr-06,05 54 32.71
2056-Apr-07,05 59 34.44
2056-Apr-08,06 04 37.11
2056-Apr-09,06 09 40.66
2056-Apr-10,06 14 44.99
2056-Apr-11,06 19 50.03
2056-Apr-12,06 24 55.69
2056-Apr-13,06 30 01.88
2056-Apr-14,06 35 08.50
2056-Apr-15,06 40 15.47
2056-Apr-16,06 45 22.68
2056-Apr-17,06 50 30.04
2056-Apr-18,06 55 37.44
2056-Apr-19,07 00 44.80
2056-Apr-20,07 05 52.00
2056-Apr-21,07 10 58.95
2056-Apr-22,07 16 05.55
2056-Apr-23,07 21 11.69
2056-Apr-24,07 26 17.28
2056-Apr-25,07 31 22.22
2056-Apr-26,07 36 26.41
2056-Apr-27,07 41 29.75
2056-Apr-28,07 46 32.17
2056-Apr-29,07 51 33.56
2056-Apr-30,07 56 33.86
2056-May-01,08 01 32.97
2056-May-02,08 06 30.84
2056-May-03,08 11 27.39
2056-May-04,08 16 22.57
2056-May-05,08 21 16.32
2056-May-06,08 26 08.57
2056-May-07,08 30 59.29
2056-May-08,08 35 48.41
2056-May-09,08 40 35.90
2056-May-10,08 45 21.71
2056-May-11,08 50 05.79
2056-May-12,08 54 48.11
2056-May-13,08 59 28.63
2056-May-14,09 04 07.32
2056-May-15,09 08 44.15
2056-May-16,09 13 19.09
2056-May-17,09 17 52.11
2056-May-18,09 22 23.19
2056-May-19,09 26 52.30
2056-May-20,09 31 19.44
2056-May-21,09 35 44.59
2056-May-22,09 40 07.72
2056-May-23,09 44 28.84
2056-May-24,09 48 47.92
2056-May-25,09 53 04.97
2056-May-26,09 57 19.97
2056-May-27,10 01 32.94
2056-May-28,10 05 43.87
2056-May-29,10 09 52.77
2056-May-30,10 13 59.65
2056-May-31,10 18 04.53
2056-Jun-01,10 22 07.43
2056-Jun-02,10 26 08.36
2056-Jun-03,10 30 07.36
2056-Jun-04,10 34 04.43
2056-Jun-05,10 37 59.63
2056-Jun-06,10 41 52.95
2056-Jun-07,10 45 44.44
2056-Jun-08,10 49 34.12
2056-Jun-09,10 53 22.02
2056-Jun-10,10 57 08.16
2056-Jun-11,11 00 52.57
2056-Jun-12,11 04 35.29
2056-Jun-13,11 08 16.33
2056-Jun-14,11 11 55.72
2056-Jun-15,11 15 33.50
2056-Jun-16,11 19 09.68
2056-Jun-17,11 22 44.30
2056-Jun-18,11 26 17.37
2056-Jun-19,11 29 48.93
2056-Jun-20,11 33 19.01
2056-Jun-21,11 36 47.61
2056-Jun-22,11 40 14.77
2056-Jun-23,11 43 40.51
2056-Jun-24,11 47 04.86
2056-Jun-25,11 50 27.85
2056-Jun-26,11 53 49.49
2056-Jun-27,11 57 09.81
2056-Jun-28,12 00 28.86
2056-Jun-29,12 03 46.65
2056-Jun-30,12 07 03.21
2056-Jul-01,12 10 18.59
2056-Jul-02,12 13 32.81
2056-Jul-03,12 16 45.90
2056-Jul-04,12 19 57.90
2056-Jul-05,12 23 08.83
2056-Jul-06,12 26 18.73
2056-Jul-07,12 29 27.63
2056-Jul-08,12 32 35.55
2056-Jul-09,12 35 42.52
2056-Jul-10,12 38 48.57
2056-Jul-11,12 41 53.73
2056-Jul-12,12 44 58.02
2056-Jul-13,12 48 01.46
2056-Jul-14,12 51 04.09
2056-Jul-15,12 54 05.92
2056-Jul-16,12 57 06.97
2056-Jul-17,13 00 07.27
2056-Jul-18,13 03 06.83
2056-Jul-19,13 06 05.67
2056-Jul-20,13 09 03.81
2056-Jul-21,13 12 01.26
2056-Jul-22,13 14 58.05
2056-Jul-23,13 17 54.18
2056-Jul-24,13 20 49.68
2056-Jul-25,13 23 44.57
2056-Jul-26,13 26 38.85
2056-Jul-27,13 29 32.56
2056-Jul-28,13 32 25.71
2056-Jul-29,13 35 18.32
2056-Jul-30,13 38 10.42
2056-Jul-31,13 41 02.01
2056-Aug-01,13 43 53.13
2056-Aug-02,13 46 43.79
2056-Aug-03,13 49 34.01
2056-Aug-04,13 52 23.82
2056-Aug-05,13 55 13.22
2056-Aug-06,13 58 02.23
2056-Aug-07,14 00 50.88
2056-Aug-08,14 03 39.18
2056-Aug-09,14 06 27.14
2056-Aug-10,14 09 14.79
2056-Aug-11,14 12 02.12
2056-Aug-12,14 14 49.17
2056-Aug-13,14 17 35.93
2056-Aug-14,14 20 22.42
2056-Aug-15,14 23 08.66
2056-Aug-16,14 25 54.63
2056-Aug-17,14 28 40.37
2056-Aug-18,14 31 25.87
2056-Aug-19,14 34 11.14
2056-Aug-20,14 36 56.18
2056-Aug-21,14 39 41.01
2056-Aug-22,14 42 25.64
2056-Aug-23,14 45 10.06
2056-Aug-24,14 47 54.30
2056-Aug-25,14 50 38.36
2056-Aug-26,14 53 22.24
2056-Aug-27,14 56 05.97
2056-Aug-28,14 58 49.54
2056-Aug-29,15 01 32.98
2056-Aug-30,15 04 16.29
2056-Aug-31,15 06 59.47
2056-Sep-01,15 09 42.55
2056-Sep-02,15 12 25.52
2056-Sep-03,15 15 08.40
2056-Sep-04,15 17 51.20
2056-Sep-05,15 20 33.93
2056-Sep-06,15 23 16.58
2056-Sep-07,15 25 59.18
2056-Sep-08,15 28 41.72
2056-Sep-09,15 31 24.21
2056-Sep-10,15 34 06.66
2056-Sep-11,15 36 49.06
2056-Sep-12,15 39 31.43
2056-Sep-13,15 42 13.77
2056-Sep-14,15 44 56.07
2056-Sep-15,15 47 38.33
2056-Sep-16,15 50 20.55
2056-Sep-17,15 53 02.75
2056-Sep-18,15 55 44.90
2056-Sep-19,15 58 27.03
2056-Sep-20,16 01 09.12
2056-Sep-21,16 03 51.17
2056-Sep-22,16 06 33.20
2056-Sep-23,16 09 15.20
2056-Sep-24,16 11 57.18
2056-Sep-25,16 14 39.13
2056-Sep-26,16 17 21.07
2056-Sep-27,16 20 02.98
2056-Sep-28,16 22 44.89
2056-Sep-29,16 25 26.78
2056-Sep-30,16 28 08.67
2056-Oct-01,16 30 50.55
2056-Oct-02,16 33 32.42
2056-Oct-03,16 36 14.30
2056-Oct-04,16 38 56.18
2056-Oct-05,16 41 38.05
2056-Oct-06,16 44 19.93
2056-Oct-07,16 47 01.82
2056-Oct-08,16 49 43.71
2056-Oct-09,16 52 25.60
2056-Oct-10,16 55 07.48
2056-Oct-11,16 57 49.37
2056-Oct-12,17 00 31.25
2056-Oct-13,17 03 13.11
2056-Oct-14,17 05 54.96
2056-Oct-15,17 08 36.78
2056-Oct-16,17 11 18.58
2056-Oct-17,17 14 00.35
2056-Oct-18,17 16 42.09
2056-Oct-19,17 19 23.78
2056-Oct-20,17 22 05.44
2056-Oct-21,17 24 47.05
2056-Oct-22,17 27 28.62
2056-Oct-23,17 30 10.14
2056-Oct-24,17 32 51.61
2056-Oct-25,17 35 33.03
2056-Oct-26,17 38 14.40
2056-Oct-27,17 40 55.72
2056-Oct-28,17 43 36.99
2056-Oct-29,17 46 18.20
2056-Oct-30,17 48 59.35
2056-Oct-31,17 51 40.44
2056-Nov-01,17 54 21.48
2056-Nov-02,17 57 02.46
2056-Nov-03,17 59 43.37
2056-Nov-04,18 02 24.22
2056-Nov-05,18 05 05.00
2056-Nov-06,18 07 45.71
2056-Nov-07,18 10 26.35
2056-Nov-08,18 13 06.91
2056-Nov-09,18 15 47.38
2056-Nov-10,18 18 27.77
2056-Nov-11,18 21 08.05
2056-Nov-12,18 23 48.24
2056-Nov-13,18 26 28.31
2056-Nov-14,18 29 08.26
2056-Nov-15,18 31 48.10
2056-Nov-16,18 34 27.81
2056-Nov-17,18 37 07.39
2056-Nov-18,18 39 46.84
2056-Nov-19,18 42 26.15
2056-Nov-20,18 45 05.32
2056-Nov-21,18 47 44.35
2056-Nov-22,18 50 23.24
2056-Nov-23,18 53 01.98
2056-Nov-24,18 55 40.57
2056-Nov-25,18 58 19.01
2056-Nov-26,19 00 57.30
2056-Nov-27,19 03 35.44
2056-Nov-28,19 06 13.42
2056-Nov-29,19 08 51.25
2056-Nov-30,19 11 28.92
2056-Dec-01,19 14 06.44
2056-Dec-02,19 16 43.80
2056-Dec-03,19 19 20.99
2056-Dec-04,19 21 58.03
2056-Dec-05,19 24 34.90
2056-Dec-06,19 27 11.61
2056-Dec-07,19 29 48.14
2056-Dec-08,19 32 24.50
2056-Dec-09,19 35 00.68
2056-Dec-10,19 37 36.67
2056-Dec-11,19 40 12.47
2056-Dec-12,19 42 48.08
2056-Dec-13,19 45 23.50
2056-Dec-14,19 47 58.71
2056-Dec-15,19 50 33.72
2056-Dec-16,19 53 08.53
2056-Dec-17,19 55 43.14
2056-Dec-18,19 58 17.54
2056-Dec-19,20 00 51.73
2056-Dec-20,20 03 25.71
2056-Dec-21,20 05 59.49
2056-Dec-22,20 08 33.07
2056-Dec-23,20 11 06.43
2056-Dec-24,20 13 39.60
2056-Dec-25,20 16 12.56
2056-Dec-26,20 18 45.32
2056-Dec-27,20 21 17.88
2056-Dec-28,20 23 50.24
2056-Dec-29,20 26 22.40
2056-Dec-30,20 28 54.38
2056-Dec-31,20 31 26.15
2057-Jan-01,20 33 57.74
2057-Jan-02,20 36 29.14
2057-Jan-03,20 39 00.34
2057-Jan-04,20 41 31.36
2057-Jan-05,20 44 02.19
2057-Jan-06,20 46 32.82
2057-Jan-07,20 49 03.26
2057-Jan-08,20 51 33.51
2057-Jan-09,20 54 03.57
2057-Jan-10,20 56 33.43
2057-Jan-11,20 59 03.10
2057-Jan-12,21 01 32.57
2057-Jan-13,21 04 01.85
2057-Jan-14,21 06 30.95
2057-Jan-15,21 08 59.86
2057-Jan-16,21 11 28.58
2057-Jan-17,21 13 57.12
2057-Jan-18,21 16 25.49
2057-Jan-19,21 18 53.68
2057-Jan-20,21 21 21.69
2057-Jan-21,21 23 49.55
2057-Jan-22,21 26 17.24
2057-Jan-23,21 28 44.78
2057-Jan-24,21 31 12.16
2057-Jan-25,21 33 39.40
2057-Jan-26,21 36 06.50
2057-Jan-27,21 38 33.46
2057-Jan-28,21 41 00.29
2057-Jan-29,21 43 27.00
2057-Jan-30,21 45 53.59
2057-Jan-31,21 48 20.06
2057-Feb-01,21 50 46.41
2057-Feb-02,21 53 12.66
2057-Feb-03,21 55 38.80
2057-Feb-04,21 58 04.84
2057-Feb-05,22 00 30.78
2057-Feb-06,22 02 56.62
2057-Feb-07,22 05 22.37
2057-Feb-08,22 07 48.02
2057-Feb-09,22 10 13.59
2057-Feb-10,22 12 39.08
2057-Feb-11,22 15 04.49
2057-Feb-12,22 17 29.83
2057-Feb-13,22 19 55.10
2057-Feb-14,22 22 20.32
2057-Feb-15,22 24 45.48
2057-Feb-16,22 27 10.59
2057-Feb-17,22 29 35.66
2057-Feb-18,22 32 00.71
2057-Feb-19,22 34 25.72
2057-Feb-20,22 36 50.72
2057-Feb-21,22 39 15.72
2057-Feb-22,22 41 40.71
2057-Feb-23,22 44 05.71
2057-Feb-24,22 46 30.73
2057-Feb-25,22 48 55.78
2057-Feb-26,22 51 20.86
2057-Feb-27,22 53 45.98
2057-Feb-28,22 56 11.15
2057-Mar-01,22 58 36.38
2057-Mar-02,23 01 01.68
2057-Mar-03,23 03 27.04
2057-Mar-04,23 05 52.48
2057-Mar-05,23 08 18.00
2057-Mar-06,23 10 43.61
2057-Mar-07,23 13 09.32
2057-Mar-08,23 15 35.13
2057-Mar-09,23 18 01.04
2057-Mar-10,23 20 27.08
2057-Mar-11,23 22 53.24
2057-Mar-12,23 25 19.53
2057-Mar-13,23 27 45.97
2057-Mar-14,23 30 12.55
2057-Mar-15,23 32 39.30
2057-Mar-16,23 35 06.21
2057-Mar-17,23 37 33.31
2057-Mar-18,23 40 00.59
2057-Mar-19,23 42 28.07
2057-Mar-20,23 44 55.76
2057-Mar-21,23 47 23.68
2057-Mar-22,23 49 51.83
2057-Mar-23,23 52 20.22
2057-Mar-24,23 54 48.87
2057-Mar-25,23 57 17.79
2057-Mar-26,23 59 47.00
2057-Mar-27,00 02 16.49
2057-Mar-28,00 04 46.29
2057-Mar-29,00 07 16.40
2057-Mar-30,00 09 46.83
2057-Mar-31,00 12 17.60
2057-Apr-01,00 14 48.71
2057-Apr-02,00 17 20.17
2057-Apr-03,00 19 52.00
2057-Apr-04,00 22 24.20
2057-Apr-05,00 24 56.78
2057-Apr-06,00 27 29.76
2057-Apr-07,00 30 03.13
2057-Apr-08,00 32 36.92
2057-Apr-09,00 35 11.14
2057-Apr-10,00 37 45.79
2057-Apr-11,00 40 20.90
2057-Apr-12,00 42 56.46
2057-Apr-13,00 45 32.49
2057-Apr-14,00 48 09.01
2057-Apr-15,00 50 46.03
2057-Apr-16,00 53 23.56
2057-Apr-17,00 56 01.61
2057-Apr-18,00 58 40.21
2057-Apr-19,01 01 19.36
2057-Apr-20,01 03 59.08
2057-Apr-21,01 06 39.38
2057-Apr-22,01 09 20.29
2057-Apr-23,01 12 01.81
2057-Apr-24,01 14 43.96
2057-Apr-25,01 17 26.76
2057-Apr-26,01 20 10.21
2057-Apr-27,01 22 54.34
2057-Apr-28,01 25 39.15
2057-Apr-29,01 28 24.65
2057-Apr-30,01 31 10.87
2057-May-01,01 33 57.81
2057-May-02,01 36 45.49
2057-May-03,01 39 33.91
2057-May-04,01 42 23.09
2057-May-05,01 45 13.05
2057-May-06,01 48 03.79
2057-May-07,01 50 55.33
2057-May-08,01 53 47.68
2057-May-09,01 56 40.86
2057-May-10,01 59 34.87
2057-May-11,02 02 29.74
2057-May-12,02 05 25.48
2057-May-13,02 08 22.09
2057-May-14,02 11 19.61
2057-May-15,02 14 18.03
2057-May-16,02 17 17.38
2057-May-17,02 20 17.67
2057-May-18,02 23 18.91
2057-May-19,02 26 21.13
2057-May-20,02 29 24.34
2057-May-21,02 32 28.55
2057-May-22,02 35 33.78
2057-May-23,02 38 40.05
2057-May-24,02 41 47.36
2057-May-25,02 44 55.73
2057-May-26,02 48 05.18
2057-May-27,02 51 15.70
2057-May-28,02 54 27.32
2057-May-29,02 57 40.04
2057-May-30,03 00 53.88
2057-May-31,03 04 08.84
2057-Jun-01,03 07 24.93
2057-Jun-02,03 10 42.16
2057-Jun-03,03 14 00.54
2057-Jun-04,03 17 20.08
2057-Jun-05,03 20 40.78
2057-Jun-06,03 24 02.65
2057-Jun-07,03 27 25.70
2057-Jun-08,03 30 49.94
2057-Jun-09,03 34 15.37
2057-Jun-10,03 37 41.99
2057-Jun-11,03 41 09.82
2057-Jun-12,03 44 38.85
2057-Jun-13,03 48 09.10
2057-Jun-14,03 51 40.56
2057-Jun-15,03 55 13.25
2057-Jun-16,03 58 47.16
2057-Jun-17,04 02 22.31
2057-Jun-18,04 05 58.69
2057-Jun-19,04 09 36.31
2057-Jun-20,04 13 15.16
2057-Jun-21,04 16 55.26
2057-Jun-22,04 20 36.58
2057-Jun-23,04 24 19.14
2057-Jun-24,04 28 02.92
2057-Jun-25,04 31 47.92
2057-Jun-26,04 35 34.13
2057-Jun-27,04 39 21.54
2057-Jun-28,04 43 10.14
2057-Jun-29,04 46 59.92
2057-Jun-30,04 50 50.86
2057-Jul-01,04 54 42.95
2057-Jul-02,04 58 36.19
2057-Jul-03,05 02 30.54
2057-Jul-04,05 06 26.00
2057-Jul-05,05 10 22.54
2057-Jul-06,05 14 20.14
2057-Jul-07,05 18 18.79
2057-Jul-08,05 22 18.47
2057-Jul-09,05 26 19.15
2057-Jul-10,05 30 20.81
2057-Jul-11,05 34 23.43
2057-Jul-12,05 38 26.98
2057-Jul-13,05 42 31.45
2057-Jul-14,05 46 36.80
2057-Jul-15,05 50 43.01
2057-Jul-16,05 54 50.06
2057-Jul-17,05 58 57.93
2057-Jul-18,06 03 06.57
2057-Jul-19,06 07 15.97
2057-Jul-20,06 11 26.09
2057-Jul-21,06 15 36.91
2057-Jul-22,06 19 48.39
2057-Jul-23,06 24 00.49
2057-Jul-24,06 28 13.18
2057-Jul-25,06 32 26.43
2057-Jul-26,06 36 40.20
2057-Jul-27,06 40 54.44
2057-Jul-28,06 45 09.13
2057-Jul-29,06 49 24.22
2057-Jul-30,06 53 39.68
2057-Jul-31,06 57 55.46
2057-Aug-01,07 02 11.54
2057-Aug-02,07 06 27.86
2057-Aug-03,07 10 44.39
2057-Aug-04,07 15 01.10
2057-Aug-05,07 19 17.94
2057-Aug-06,07 23 34.87
2057-Aug-07,07 27 51.86
2057-Aug-08,07 32 08.88
2057-Aug-09,07 36 25.89
2057-Aug-10,07 40 42.85
2057-Aug-11,07 44 59.73
2057-Aug-12,07 49 16.51
2057-Aug-13,07 53 33.14
2057-Aug-14,07 57 49.61
2057-Aug-15,08 02 05.88
2057-Aug-16,08 06 21.92
2057-Aug-17,08 10 37.71
2057-Aug-18,08 14 53.22
2057-Aug-19,08 19 08.43
2057-Aug-20,08 23 23.29
2057-Aug-21,08 27 37.80
2057-Aug-22,08 31 51.92
2057-Aug-23,08 36 05.62
2057-Aug-24,08 40 18.89
2057-Aug-25,08 44 31.70
2057-Aug-26,08 48 44.03
2057-Aug-27,08 52 55.86
2057-Aug-28,08 57 07.17
2057-Aug-29,09 01 17.93
2057-Aug-30,09 05 28.13
2057-Aug-31,09 09 37.75
2057-Sep-01,09 13 46.78
2057-Sep-02,09 17 55.19
2057-Sep-03,09 22 02.99
2057-Sep-04,09 26 10.15
2057-Sep-05,09 30 16.66
2057-Sep-06,09 34 22.52
2057-Sep-07,09 38 27.72
2057-Sep-08,09 42 32.25
2057-Sep-09,09 46 36.11
2057-Sep-10,09 50 39.30
2057-Sep-11,09 54 41.81
2057-Sep-12,09 58 43.65
2057-Sep-13,10 02 44.81
2057-Sep-14,10 06 45.31
2057-Sep-15,10 10 45.13
2057-Sep-16,10 14 44.28
2057-Sep-17,10 18 42.76
2057-Sep-18,10 22 40.58
2057-Sep-19,10 26 37.74
2057-Sep-20,10 30 34.24
2057-Sep-21,10 34 30.09
2057-Sep-22,10 38 25.30
2057-Sep-23,10 42 19.85
2057-Sep-24,10 46 13.77
2057-Sep-25,10 50 07.05
2057-Sep-26,10 53 59.71
2057-Sep-27,10 57 51.75
2057-Sep-28,11 01 43.16
2057-Sep-29,11 05 33.97
2057-Sep-30,11 09 24.18
2057-Oct-01,11 13 13.79
2057-Oct-02,11 17 02.82
2057-Oct-03,11 20 51.26
2057-Oct-04,11 24 39.14
2057-Oct-05,11 28 26.45
2057-Oct-06,11 32 13.22
2057-Oct-07,11 35 59.46
2057-Oct-08,11 39 45.17
2057-Oct-09,11 43 30.36
2057-Oct-10,11 47 15.07
2057-Oct-11,11 50 59.28
2057-Oct-12,11 54 43.03
2057-Oct-13,11 58 26.32
2057-Oct-14,12 02 09.16
2057-Oct-15,12 05 51.58
2057-Oct-16,12 09 33.57
2057-Oct-17,12 13 15.16
2057-Oct-18,12 16 56.36
2057-Oct-19,12 20 37.17
2057-Oct-20,12 24 17.61
2057-Oct-21,12 27 57.69
2057-Oct-22,12 31 37.42
2057-Oct-23,12 35 16.81
2057-Oct-24,12 38 55.87
2057-Oct-25,12 42 34.60
2057-Oct-26,12 46 13.02
2057-Oct-27,12 49 51.14
2057-Oct-28,12 53 28.96
2057-Oct-29,12 57 06.49
2057-Oct-30,13 00 43.74
2057-Oct-31,13 04 20.71
2057-Nov-01,13 07 57.41
2057-Nov-02,13 11 33.85
2057-Nov-03,13 15 10.03
2057-Nov-04,13 18 45.97
2057-Nov-05,13 22 21.67
2057-Nov-06,13 25 57.15
2057-Nov-07,13 29 32.40
2057-Nov-08,13 33 07.44
2057-Nov-09,13 36 42.28
2057-Nov-10,13 40 16.92
2057-Nov-11,13 43 51.37
2057-Nov-12,13 47 25.64
2057-Nov-13,13 50 59.73
2057-Nov-14,13 54 33.64
2057-Nov-15,13 58 07.40
2057-Nov-16,14 01 40.99
2057-Nov-17,14 05 14.42
2057-Nov-18,14 08 47.69
2057-Nov-19,14 12 20.82
2057-Nov-20,14 15 53.79
2057-Nov-21,14 19 26.61
2057-Nov-22,14 22 59.28
2057-Nov-23,14 26 31.79
2057-Nov-24,14 30 04.16
2057-Nov-25,14 33 36.37
2057-Nov-26,14 37 08.42
2057-Nov-27,14 40 40.31
2057-Nov-28,14 44 12.04
2057-Nov-29,14 47 43.59
2057-Nov-30,14 51 14.97
2057-Dec-01,14 54 46.18
2057-Dec-02,14 58 17.20
2057-Dec-03,15 01 48.03
2057-Dec-04,15 05 18.68
2057-Dec-05,15 08 49.14
2057-Dec-06,15 12 19.40
2057-Dec-07,15 15 49.47
2057-Dec-08,15 19 19.33
2057-Dec-09,15 22 48.99
2057-Dec-10,15 26 18.44
2057-Dec-11,15 29 47.67
2057-Dec-12,15 33 16.69
2057-Dec-13,15 36 45.48
2057-Dec-14,15 40 14.04
2057-Dec-15,15 43 42.36
2057-Dec-16,15 47 10.43
2057-Dec-17,15 50 38.26
2057-Dec-18,15 54 05.82
2057-Dec-19,15 57 33.11
2057-Dec-20,16 01 00.13
2057-Dec-21,16 04 26.85
2057-Dec-22,16 07 53.28
2057-Dec-23,16 11 19.39
2057-Dec-24,16 14 45.19
2057-Dec-25,16 18 10.65
2057-Dec-26,16 21 35.76
2057-Dec-27,16 25 00.51
2057-Dec-28,16 28 24.88
2057-Dec-29,16 31 48.87
2057-Dec-30,16 35 12.46
2057-Dec-31,16 38 35.64
2058-Jan-01,16 41 58.40
2058-Jan-02,16 45 20.73
2058-Jan-03,16 48 42.62
2058-Jan-04,16 52 04.06
2058-Jan-05,16 55 25.04
2058-Jan-06,16 58 45.56
2058-Jan-07,17 02 05.60
2058-Jan-08,17 05 25.15
